,treatment,categoryOrValue,range,IV
4687,https://data.cooperationdatabank.org/id/ENG02365_1.1.4,1.0,http://www.w3.org/2001/XMLSchema#double,https://data.cooperationdatabank.org/vocab/prop/iteratedPreprogrammedCooperationRate
4688,https://data.cooperationdatabank.org/id/ENG02372_1.2.1,https://data.cooperationdatabank.org/id/feedbacktarget/absent,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
4689,https://data.cooperationdatabank.org/id/ENG02372_1.2.3,https://data.cooperationdatabank.org/id/feedbacktarget/other,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
4690,https://data.cooperationdatabank.org/id/ENG02372_1.2.1,https://data.cooperationdatabank.org/id/feedbacktarget/absent,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
4691,https://data.cooperationdatabank.org/id/ENG02372_1.2.4,https://data.cooperationdatabank.org/id/feedbacktarget/individual,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
4692,https://data.cooperationdatabank.org/id/ENG02372_1.2.2,https://data.cooperationdatabank.org/id/feedbacktarget/absent,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
4693,https://data.cooperationdatabank.org/id/ENG02372_1.2.3,https://data.cooperationdatabank.org/id/feedbacktarget/other,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
4694,https://data.cooperationdatabank.org/id/ENG02372_1.2.2,https://data.cooperationdatabank.org/id/feedbacktarget/absent,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
4695,https://data.cooperationdatabank.org/id/ENG02372_1.2.4,https://data.cooperationdatabank.org/id/feedbacktarget/individual,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
4696,https://data.cooperationdatabank.org/id/ENG02372_1.2.3,https://data.cooperationdatabank.org/id/feedbacktarget/other,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
4697,https://data.cooperationdatabank.org/id/ENG02372_1.2.4,https://data.cooperationdatabank.org/id/feedbacktarget/individual,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
4698,https://data.cooperationdatabank.org/id/ENG02372_1.3.1,https://data.cooperationdatabank.org/id/feedbacktarget/absent,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
4699,https://data.cooperationdatabank.org/id/ENG02372_1.3.3,https://data.cooperationdatabank.org/id/feedbacktarget/other,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
4700,https://data.cooperationdatabank.org/id/ENG02372_1.3.1,https://data.cooperationdatabank.org/id/feedbacktarget/absent,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
4701,https://data.cooperationdatabank.org/id/ENG02372_1.3.4,https://data.cooperationdatabank.org/id/feedbacktarget/individual,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
4702,https://data.cooperationdatabank.org/id/ENG02372_1.3.2,https://data.cooperationdatabank.org/id/feedbacktarget/absent,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
4703,https://data.cooperationdatabank.org/id/ENG02372_1.3.3,https://data.cooperationdatabank.org/id/feedbacktarget/other,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
4704,https://data.cooperationdatabank.org/id/ENG02372_1.3.2,https://data.cooperationdatabank.org/id/feedbacktarget/absent,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
4705,https://data.cooperationdatabank.org/id/ENG02372_1.3.4,https://data.cooperationdatabank.org/id/feedbacktarget/individual,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
4706,https://data.cooperationdatabank.org/id/ENG02372_1.3.3,https://data.cooperationdatabank.org/id/feedbacktarget/other,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
4707,https://data.cooperationdatabank.org/id/ENG02372_1.3.4,https://data.cooperationdatabank.org/id/feedbacktarget/individual,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
4708,https://data.cooperationdatabank.org/id/ENG02372_1.4.1,https://data.cooperationdatabank.org/id/feedbacktarget/absent,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
4709,https://data.cooperationdatabank.org/id/ENG02372_1.4.3,https://data.cooperationdatabank.org/id/feedbacktarget/other,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
4710,https://data.cooperationdatabank.org/id/ENG02372_1.4.1,https://data.cooperationdatabank.org/id/feedbacktarget/absent,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
4711,https://data.cooperationdatabank.org/id/ENG02372_1.4.4,https://data.cooperationdatabank.org/id/feedbacktarget/individual,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
4712,https://data.cooperationdatabank.org/id/ENG02372_1.4.2,https://data.cooperationdatabank.org/id/feedbacktarget/absent,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
4713,https://data.cooperationdatabank.org/id/ENG02372_1.4.3,https://data.cooperationdatabank.org/id/feedbacktarget/other,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
4714,https://data.cooperationdatabank.org/id/ENG02372_1.4.2,https://data.cooperationdatabank.org/id/feedbacktarget/absent,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
4715,https://data.cooperationdatabank.org/id/ENG02372_1.4.4,https://data.cooperationdatabank.org/id/feedbacktarget/individual,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
4716,https://data.cooperationdatabank.org/id/ENG02372_1.4.3,https://data.cooperationdatabank.org/id/feedbacktarget/other,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
4717,https://data.cooperationdatabank.org/id/ENG02372_1.4.4,https://data.cooperationdatabank.org/id/feedbacktarget/individual,https://data.cooperationdatabank.org/vocab/class/FeedbackTarget,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget
4718,https://data.cooperationdatabank.org/id/ENG02372_1.6.1,https://data.cooperationdatabank.org/id/gender/m,https://data.cooperationdatabank.org/vocab/class/Gender,https://data.cooperationdatabank.org/vocab/prop/gender
4719,https://data.cooperationdatabank.org/id/ENG02372_1.6.2,https://data.cooperationdatabank.org/id/gender/f,https://data.cooperationdatabank.org/vocab/class/Gender,https://data.cooperationdatabank.org/vocab/prop/gender
4720,https://data.cooperationdatabank.org/id/ENG02372_1.7.1,https://data.cooperationdatabank.org/id/gender/m,https://data.cooperationdatabank.org/vocab/class/Gender,https://data.cooperationdatabank.org/vocab/prop/gender
4721,https://data.cooperationdatabank.org/id/ENG02372_1.7.2,https://data.cooperationdatabank.org/id/gender/f,https://data.cooperationdatabank.org/vocab/class/Gender,https://data.cooperationdatabank.org/vocab/prop/gender
4722,https://data.cooperationdatabank.org/id/ENG02372_1.8.1,https://data.cooperationdatabank.org/id/gender/m,https://data.cooperationdatabank.org/vocab/class/Gender,https://data.cooperationdatabank.org/vocab/prop/gender
4723,https://data.cooperationdatabank.org/id/ENG02372_1.8.2,https://data.cooperationdatabank.org/id/gender/f,https://data.cooperationdatabank.org/vocab/class/Gender,https://data.cooperationdatabank.org/vocab/prop/gender
4724,https://data.cooperationdatabank.org/id/ENG02373_1.2.1,1,http://www.w3.org/2001/XMLSchema#boolean,https://data.cooperationdatabank.org/vocab/prop/symmetric
4725,https://data.cooperationdatabank.org/id/ENG02373_1.2.2,0,http://www.w3.org/2001/XMLSchema#boolean,https://data.cooperationdatabank.org/vocab/prop/symmetric
4726,https://data.cooperationdatabank.org/id/ENG02373_1.2.1,1,http://www.w3.org/2001/XMLSchema#boolean,https://data.cooperationdatabank.org/vocab/prop/symmetric
4727,https://data.cooperationdatabank.org/id/ENG02373_1.2.3,0,http://www.w3.org/2001/XMLSchema#boolean,https://data.cooperationdatabank.org/vocab/prop/symmetric
4728,https://data.cooperationdatabank.org/id/ENG02373_1.3.1,1,http://www.w3.org/2001/XMLSchema#boolean,https://data.cooperationdatabank.org/vocab/prop/symmetric
4729,https://data.cooperationdatabank.org/id/ENG02373_1.3.2,0,http://www.w3.org/2001/XMLSchema#boolean,https://data.cooperationdatabank.org/vocab/prop/symmetric
4730,https://data.cooperationdatabank.org/id/ENG02373_1.3.1,1,http://www.w3.org/2001/XMLSchema#boolean,https://data.cooperationdatabank.org/vocab/prop/symmetric
4731,https://data.cooperationdatabank.org/id/ENG02373_1.3.3,0,http://www.w3.org/2001/XMLSchema#boolean,https://data.cooperationdatabank.org/vocab/prop/symmetric
4732,https://data.cooperationdatabank.org/id/ENG02378_1.1.1,0.9,http://www.w3.org/2001/XMLSchema#double,https://data.cooperationdatabank.org/vocab/prop/iteratedPreprogrammedCooperationRate
4733,https://data.cooperationdatabank.org/id/ENG02378_1.1.2,0.2,http://www.w3.org/2001/XMLSchema#double,https://data.cooperationdatabank.org/vocab/prop/iteratedPreprogrammedCooperationRate
4734,https://data.cooperationdatabank.org/id/ENG02381_1.1.1,https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/vocab/class/PunishmentTreatment,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment
4735,https://data.cooperationdatabank.org/id/ENG02381_1.1.2,https://data.cooperationdatabank.org/id/punishmenttreatment/1,https://data.cooperationdatabank.org/vocab/class/PunishmentTreatment,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment
4736,https://data.cooperationdatabank.org/id/ENG02381_2.1.1,https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/vocab/class/PunishmentTreatment,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment
4737,https://data.cooperationdatabank.org/id/ENG02381_2.1.2,https://data.cooperationdatabank.org/id/punishmenttreatment/1,https://data.cooperationdatabank.org/vocab/class/PunishmentTreatment,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment
4738,https://data.cooperationdatabank.org/id/ENG02381_3.1.1,https://data.cooperationdatabank.org/id/contextframe/competitive,https://data.cooperationdatabank.org/vocab/class/ContextFrame,https://data.cooperationdatabank.org/vocab/prop/contextFrame
4739,https://data.cooperationdatabank.org/id/ENG02381_3.1.2,https://data.cooperationdatabank.org/id/contextframe/moral,https://data.cooperationdatabank.org/vocab/class/ContextFrame,https://data.cooperationdatabank.org/vocab/prop/contextFrame
4740,https://data.cooperationdatabank.org/id/ENG02381_3.2.1,https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/vocab/class/PunishmentTreatment,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment
4741,https://data.cooperationdatabank.org/id/ENG02381_3.2.2,https://data.cooperationdatabank.org/id/punishmenttreatment/1,https://data.cooperationdatabank.org/vocab/class/PunishmentTreatment,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment
4742,https://data.cooperationdatabank.org/id/ENG02381_3.2.1,https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/vocab/class/PunishmentTreatment,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment
4743,https://data.cooperationdatabank.org/id/ENG02381_3.2.3,https://data.cooperationdatabank.org/id/punishmenttreatment/1,https://data.cooperationdatabank.org/vocab/class/PunishmentTreatment,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment
4744,https://data.cooperationdatabank.org/id/ENG02402_1.1.1,https://data.cooperationdatabank.org/id/similaritylevel/high,https://data.cooperationdatabank.org/vocab/class/SimilarityLevel,https://data.cooperationdatabank.org/vocab/prop/similarityLevel
4745,https://data.cooperationdatabank.org/id/ENG02402_1.1.2,https://data.cooperationdatabank.org/id/similaritylevel/low,https://data.cooperationdatabank.org/vocab/class/SimilarityLevel,https://data.cooperationdatabank.org/vocab/prop/similarityLevel
4746,https://data.cooperationdatabank.org/id/ENG02402_1.2.1,https://data.cooperationdatabank.org/id/punishmenttreatment/1,https://data.cooperationdatabank.org/vocab/class/PunishmentTreatment,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment
4747,https://data.cooperationdatabank.org/id/ENG02402_1.2.2,https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/vocab/class/PunishmentTreatment,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment
4748,https://data.cooperationdatabank.org/id/ENG02416_4.1.1,1,http://www.w3.org/2001/XMLSchema#boolean,https://data.cooperationdatabank.org/vocab/prop/ostracism
4749,https://data.cooperationdatabank.org/id/ENG02416_4.1.2,0,http://www.w3.org/2001/XMLSchema#boolean,https://data.cooperationdatabank.org/vocab/prop/ostracism
4750,https://data.cooperationdatabank.org/id/ENG02416_4.1.1,1,http://www.w3.org/2001/XMLSchema#boolean,https://data.cooperationdatabank.org/vocab/prop/ostracism
4751,https://data.cooperationdatabank.org/id/ENG02416_4.1.3,0,http://www.w3.org/2001/XMLSchema#boolean,https://data.cooperationdatabank.org/vocab/prop/ostracism
4752,https://data.cooperationdatabank.org/id/ENG02416_5.1.1,1,http://www.w3.org/2001/XMLSchema#boolean,https://data.cooperationdatabank.org/vocab/prop/ostracism
4753,https://data.cooperationdatabank.org/id/ENG02416_5.1.2,0,http://www.w3.org/2001/XMLSchema#boolean,https://data.cooperationdatabank.org/vocab/prop/ostracism
4754,https://data.cooperationdatabank.org/id/ENG02416_5.1.1,1,http://www.w3.org/2001/XMLSchema#boolean,https://data.cooperationdatabank.org/vocab/prop/ostracism
4755,https://data.cooperationdatabank.org/id/ENG02416_5.1.3,0,http://www.w3.org/2001/XMLSchema#boolean,https://data.cooperationdatabank.org/vocab/prop/ostracism
4756,https://data.cooperationdatabank.org/id/ENG02416_6.1.1,1,http://www.w3.org/2001/XMLSchema#boolean,https://data.cooperationdatabank.org/vocab/prop/ostracism
4757,https://data.cooperationdatabank.org/id/ENG02416_6.1.2,0,http://www.w3.org/2001/XMLSchema#boolean,https://data.cooperationdatabank.org/vocab/prop/ostracism
4758,https://data.cooperationdatabank.org/id/ENG02418_1.1.1,https://data.cooperationdatabank.org/id/expectationslevel/high,https://data.cooperationdatabank.org/vocab/class/ExpectationsLevel,https://data.cooperationdatabank.org/vocab/prop/expectationsLevel
4759,https://data.cooperationdatabank.org/id/ENG02418_1.1.2,https://data.cooperationdatabank.org/id/expectationslevel/low,https://data.cooperationdatabank.org/vocab/class/ExpectationsLevel,https://data.cooperationdatabank.org/vocab/prop/expectationsLevel
4760,https://data.cooperationdatabank.org/id/ENG02418_1.2.1,https://data.cooperationdatabank.org/id/gender/m,https://data.cooperationdatabank.org/vocab/class/Gender,https://data.cooperationdatabank.org/vocab/prop/gender
4761,https://data.cooperationdatabank.org/id/ENG02418_1.2.2,https://data.cooperationdatabank.org/id/gender/f,https://data.cooperationdatabank.org/vocab/class/Gender,https://data.cooperationdatabank.org/vocab/prop/gender
4762,https://data.cooperationdatabank.org/id/ENG02418_1.3.1,0,http://www.w3.org/2001/XMLSchema#boolean,https://data.cooperationdatabank.org/vocab/prop/student
4763,https://data.cooperationdatabank.org/id/ENG02418_1.3.2,1,http://www.w3.org/2001/XMLSchema#boolean,https://data.cooperationdatabank.org/vocab/prop/student
4764,https://data.cooperationdatabank.org/id/ENG02421_1.4.1,https://data.cooperationdatabank.org/id/targetmembership/ingroup,https://data.cooperationdatabank.org/vocab/class/TargetMembership,https://data.cooperationdatabank.org/vocab/prop/targetMembership
4765,https://data.cooperationdatabank.org/id/ENG02421_1.4.2,https://data.cooperationdatabank.org/id/targetmembership/outgroup,https://data.cooperationdatabank.org/vocab/class/TargetMembership,https://data.cooperationdatabank.org/vocab/prop/targetMembership
4766,https://data.cooperationdatabank.org/id/ENG02423_1.2.1,25,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
4767,https://data.cooperationdatabank.org/id/ENG02423_1.2.2,50,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
4768,https://data.cooperationdatabank.org/id/ENG02423_1.2.2,50,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
4769,https://data.cooperationdatabank.org/id/ENG02423_1.2.3,75,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
4770,https://data.cooperationdatabank.org/id/ENG02444_1.1.1,40,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
4771,https://data.cooperationdatabank.org/id/ENG02444_1.1.2,80,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
4772,https://data.cooperationdatabank.org/id/ENG02446_1.1.1,10,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
4773,https://data.cooperationdatabank.org/id/ENG02446_1.1.2,30,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
4774,https://data.cooperationdatabank.org/id/ENG02446_1.2.1,10,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
4775,https://data.cooperationdatabank.org/id/ENG02446_1.2.2,30,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
4776,https://data.cooperationdatabank.org/id/ENG02446_1.3.1,10,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
4777,https://data.cooperationdatabank.org/id/ENG02446_1.3.2,30,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
4778,https://data.cooperationdatabank.org/id/ENG02447_1.3.1,https://data.cooperationdatabank.org/id/givetakeframe/give-some,https://data.cooperationdatabank.org/vocab/class/GiveTakeFrame,https://data.cooperationdatabank.org/vocab/prop/giveTakeFrame
4779,https://data.cooperationdatabank.org/id/ENG02447_1.3.2,https://data.cooperationdatabank.org/id/givetakeframe/take-some,https://data.cooperationdatabank.org/vocab/class/GiveTakeFrame,https://data.cooperationdatabank.org/vocab/prop/giveTakeFrame
4780,https://data.cooperationdatabank.org/id/ENG02447_2.3.1,https://data.cooperationdatabank.org/id/givetakeframe/give-some,https://data.cooperationdatabank.org/vocab/class/GiveTakeFrame,https://data.cooperationdatabank.org/vocab/prop/giveTakeFrame
4781,https://data.cooperationdatabank.org/id/ENG02447_2.3.2,https://data.cooperationdatabank.org/id/givetakeframe/take-some,https://data.cooperationdatabank.org/vocab/class/GiveTakeFrame,https://data.cooperationdatabank.org/vocab/prop/giveTakeFrame
4782,https://data.cooperationdatabank.org/id/ENG02447_3.1.1,https://data.cooperationdatabank.org/id/givetakeframe/give-some,https://data.cooperationdatabank.org/vocab/class/GiveTakeFrame,https://data.cooperationdatabank.org/vocab/prop/giveTakeFrame
4783,https://data.cooperationdatabank.org/id/ENG02447_3.1.2,https://data.cooperationdatabank.org/id/givetakeframe/take-some,https://data.cooperationdatabank.org/vocab/class/GiveTakeFrame,https://data.cooperationdatabank.org/vocab/prop/giveTakeFrame
4784,https://data.cooperationdatabank.org/id/ENG02449_1.1.1,0.0,http://www.w3.org/2001/XMLSchema#double,https://data.cooperationdatabank.org/vocab/prop/oneShotStrategyValue
4785,https://data.cooperationdatabank.org/id/ENG02449_1.1.2,0.33,http://www.w3.org/2001/XMLSchema#double,https://data.cooperationdatabank.org/vocab/prop/oneShotStrategyValue
4786,https://data.cooperationdatabank.org/id/ENG02449_1.2.1,https://data.cooperationdatabank.org/id/powerlevel/high,https://data.cooperationdatabank.org/vocab/class/PowerLevel,https://data.cooperationdatabank.org/vocab/prop/powerLevel
4787,https://data.cooperationdatabank.org/id/ENG02449_1.2.2,https://data.cooperationdatabank.org/id/powerlevel/low,https://data.cooperationdatabank.org/vocab/class/PowerLevel,https://data.cooperationdatabank.org/vocab/prop/powerLevel
4788,https://data.cooperationdatabank.org/id/ENG02450_1.1.1,50,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
4789,https://data.cooperationdatabank.org/id/ENG02450_1.1.2,100,http://www.w3.org/2001/XMLSchema#integer,https://data.cooperationdatabank.org/vocab/prop/endowmentSize
4790,https://data.cooperationdatabank.org/id/ENG02461_1.4.1,https://data.cooperationdatabank.org/id/svotype/prosocial,https://data.cooperationdatabank.org/vocab/class/SVOType,https://data.cooperationdatabank.org/vocab/prop/sVOType
4791,https://data.cooperationdatabank.org/id/ENG02461_1.4.2,https://data.cooperationdatabank.org/id/svotype/individualist,https://data.cooperationdatabank.org/vocab/class/SVOType,https://data.cooperationdatabank.org/vocab/prop/sVOType
4792,https://data.cooperationdatabank.org/id/ENG02461_1.4.1,https://data.cooperationdatabank.org/id/svotype/prosocial,https://data.cooperationdatabank.org/vocab/class/SVOType,https://data.cooperationdatabank.org/vocab/prop/sVOType
4793,https://data.cooperationdatabank.org/id/ENG02461_1.4.3,https://data.cooperationdatabank.org/id/svotype/competitor,https://data.cooperationdatabank.org/vocab/class/SVOType,https://data.cooperationdatabank.org/vocab/prop/sVOType
4794,https://data.cooperationdatabank.org/id/ENG02461_1.4.2,https://data.cooperationdatabank.org/id/svotype/individualist,https://data.cooperationdatabank.org/vocab/class/SVOType,https://data.cooperationdatabank.org/vocab/prop/sVOType
4795,https://data.cooperationdatabank.org/id/ENG02461_1.4.3,https://data.cooperationdatabank.org/id/svotype/competitor,https://data.cooperationdatabank.org/vocab/class/SVOType,https://data.cooperationdatabank.org/vocab/prop/sVOType
4796,https://data.cooperationdatabank.org/id/ENG02468_1.4.1,https://data.cooperationdatabank.org/id/svotype/competitor,https://data.cooperationdatabank.org/vocab/class/SVOType,https://data.cooperationdatabank.org/vocab/prop/sVOType
4797,https://data.cooperationdatabank.org/id/ENG02468_1.4.2,https://data.cooperationdatabank.org/id/svotype/individualist,https://data.cooperationdatabank.org/vocab/class/SVOType,https://data.cooperationdatabank.org/vocab/prop/sVOType
4798,https://data.cooperationdatabank.org/id/ENG02468_1.4.1,https://data.cooperationdatabank.org/id/svotype/competitor,https://data.cooperationdatabank.org/vocab/class/SVOType,https://data.cooperationdatabank.org/vocab/prop/sVOType
4799,https://data.cooperationdatabank.org/id/ENG02468_1.4.3,https://data.cooperationdatabank.org/id/svotype/prosocial,https://data.cooperationdatabank.org/vocab/class/SVOType,https://data.cooperationdatabank.org/vocab/prop/sVOType
4800,https://data.cooperationdatabank.org/id/ENG02468_1.4.2,https://data.cooperationdatabank.org/id/svotype/individualist,https://data.cooperationdatabank.org/vocab/class/SVOType,https://data.cooperationdatabank.org/vocab/prop/sVOType
4801,https://data.cooperationdatabank.org/id/ENG02468_1.4.3,https://data.cooperationdatabank.org/id/svotype/prosocial,https://data.cooperationdatabank.org/vocab/class/SVOType,https://data.cooperationdatabank.org/vocab/prop/sVOType
4802,https://data.cooperationdatabank.org/id/ENG02468_1.6.1,https://data.cooperationdatabank.org/id/svotype/individualist,https://data.cooperationdatabank.org/vocab/class/SVOType,https://data.cooperationdatabank.org/vocab/prop/sVOType
4803,https://data.cooperationdatabank.org/id/ENG02468_1.6.2,https://data.cooperationdatabank.org/id/svotype/prosocial,https://data.cooperationdatabank.org/vocab/class/SVOType,https://data.cooperationdatabank.org/vocab/prop/sVOType
4804,https://data.cooperationdatabank.org/id/ENG02482_1.4.1,https://data.cooperationdatabank.org/id/gender/m,https://data.cooperationdatabank.org/vocab/class/Gender,https://data.cooperationdatabank.org/vocab/prop/gender
4805,https://data.cooperationdatabank.org/id/ENG02482_1.4.2,https://data.cooperationdatabank.org/id/gender/f,https://data.cooperationdatabank.org/vocab/class/Gender,https://data.cooperationdatabank.org/vocab/prop/gender
4806,https://data.cooperationdatabank.org/id/ENG02499_1.1.1,https://data.cooperationdatabank.org/id/conflictindexlevel/low,https://data.cooperationdatabank.org/vocab/class/ConflictIndexLevel,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel
4807,https://data.cooperationdatabank.org/id/ENG02499_1.1.2,https://data.cooperationdatabank.org/id/conflictindexlevel/high,https://data.cooperationdatabank.org/vocab/class/ConflictIndexLevel,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel
4808,https://data.cooperationdatabank.org/id/ENG02503_1.1.1,0,http://www.w3.org/2001/XMLSchema#boolean,https://data.cooperationdatabank.org/vocab/prop/communicationTreatment
4809,https://data.cooperationdatabank.org/id/ENG02503_1.1.2,1,http://www.w3.org/2001/XMLSchema#boolean,https://data.cooperationdatabank.org/vocab/prop/communicationTreatment
4810,https://data.cooperationdatabank.org/id/ENG02503_1.1.1,0,http://www.w3.org/2001/XMLSchema#boolean,https://data.cooperationdatabank.org/vocab/prop/communicationTreatment
4811,https://data.cooperationdatabank.org/id/ENG02503_1.1.3,1,http://www.w3.org/2001/XMLSchema#boolean,https://data.cooperationdatabank.org/vocab/prop/communicationTreatment
4812,https://data.cooperationdatabank.org/id/ENG02503_1.1.1,0,http://www.w3.org/2001/XMLSchema#boolean,https://data.cooperationdatabank.org/vocab/prop/communicationTreatment
4813,https://data.cooperationdatabank.org/id/ENG02503_1.1.4,1,http://www.w3.org/2001/XMLSchema#boolean,https://data.cooperationdatabank.org/vocab/prop/communicationTreatment
4814,https://data.cooperationdatabank.org/id/ENG02503_1.1.2,https://data.cooperationdatabank.org/id/communicationoccurrence/one-shot,https://data.cooperationdatabank.org/vocab/class/CommunicationOccurrence,https://data.cooperationdatabank.org/vocab/prop/communicationOccurrence
4815,https://data.cooperationdatabank.org/id/ENG02503_1.1.3,https://data.cooperationdatabank.org/id/communicationoccurrence/ongoing,https://data.cooperationdatabank.org/vocab/class/CommunicationOccurrence,https://data.cooperationdatabank.org/vocab/prop/communicationOccurrence
4816,https://data.cooperationdatabank.org/id/ENG02503_1.1.2,https://data.cooperationdatabank.org/id/communicationoccurrence/one-shot,https://data.cooperationdatabank.org/vocab/class/CommunicationOccurrence,https://data.cooperationdatabank.org/vocab/prop/communicationOccurrence
4817,https://data.cooperationdatabank.org/id/ENG02503_1.1.4,https://data.cooperationdatabank.org/id/communicationoccurrence/ongoing,https://data.cooperationdatabank.org/vocab/class/CommunicationOccurrence,https://data.cooperationdatabank.org/vocab/prop/communicationOccurrence
