,obs,dependent,ES,N,t1,t2,study,design,n1,n2,sd1,sd2,ESLower,ESUpper,paper,doi,independentProperties,categoryT1,categoryT2
2284,https://data.cooperationdatabank.org/id/ENG02372_1.2.2.4.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.153066,32.0,https://data.cooperationdatabank.org/id/ENG02372_1.2.2,https://data.cooperationdatabank.org/id/ENG02372_1.2.4,https://data.cooperationdatabank.org/id/ENG02372_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.653817,0.95995,https://data.cooperationdatabank.org/id/ENG02372,http://dx.doi.org/10.1037/h0026312,['https://data.cooperationdatabank.org/vocab/prop/feedbackTarget'],https://data.cooperationdatabank.org/id/feedbacktarget/absent,https://data.cooperationdatabank.org/id/feedbacktarget/individual
2285,https://data.cooperationdatabank.org/id/ENG02372_1.2.3.4.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,-0.170997,32.0,https://data.cooperationdatabank.org/id/ENG02372_1.2.3,https://data.cooperationdatabank.org/id/ENG02372_1.2.4,https://data.cooperationdatabank.org/id/ENG02372_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-1.02476,0.682762,https://data.cooperationdatabank.org/id/ENG02372,http://dx.doi.org/10.1037/h0026312,['https://data.cooperationdatabank.org/vocab/prop/feedbackTarget'],https://data.cooperationdatabank.org/id/feedbacktarget/other,https://data.cooperationdatabank.org/id/feedbacktarget/individual
2286,https://data.cooperationdatabank.org/id/ENG02372_1.3.1.3.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.744254,32.0,https://data.cooperationdatabank.org/id/ENG02372_1.3.1,https://data.cooperationdatabank.org/id/ENG02372_1.3.3,https://data.cooperationdatabank.org/id/ENG02372_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.0838591,1.57237,https://data.cooperationdatabank.org/id/ENG02372,http://dx.doi.org/10.1037/h0026312,['https://data.cooperationdatabank.org/vocab/prop/feedbackTarget'],https://data.cooperationdatabank.org/id/feedbacktarget/absent,https://data.cooperationdatabank.org/id/feedbacktarget/other
2287,https://data.cooperationdatabank.org/id/ENG02372_1.3.1.4.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.744254,32.0,https://data.cooperationdatabank.org/id/ENG02372_1.3.1,https://data.cooperationdatabank.org/id/ENG02372_1.3.4,https://data.cooperationdatabank.org/id/ENG02372_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.0838591,1.57237,https://data.cooperationdatabank.org/id/ENG02372,http://dx.doi.org/10.1037/h0026312,['https://data.cooperationdatabank.org/vocab/prop/feedbackTarget'],https://data.cooperationdatabank.org/id/feedbacktarget/absent,https://data.cooperationdatabank.org/id/feedbacktarget/individual
2288,https://data.cooperationdatabank.org/id/ENG02372_1.3.2.3.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.605697,32.0,https://data.cooperationdatabank.org/id/ENG02372_1.3.2,https://data.cooperationdatabank.org/id/ENG02372_1.3.3,https://data.cooperationdatabank.org/id/ENG02372_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.219614,1.43101,https://data.cooperationdatabank.org/id/ENG02372,http://dx.doi.org/10.1037/h0026312,['https://data.cooperationdatabank.org/vocab/prop/feedbackTarget'],https://data.cooperationdatabank.org/id/feedbacktarget/absent,https://data.cooperationdatabank.org/id/feedbacktarget/other
2289,https://data.cooperationdatabank.org/id/ENG02372_1.3.2.4.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.605697,32.0,https://data.cooperationdatabank.org/id/ENG02372_1.3.2,https://data.cooperationdatabank.org/id/ENG02372_1.3.4,https://data.cooperationdatabank.org/id/ENG02372_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.219614,1.43101,https://data.cooperationdatabank.org/id/ENG02372,http://dx.doi.org/10.1037/h0026312,['https://data.cooperationdatabank.org/vocab/prop/feedbackTarget'],https://data.cooperationdatabank.org/id/feedbacktarget/absent,https://data.cooperationdatabank.org/id/feedbacktarget/individual
2290,https://data.cooperationdatabank.org/id/ENG02372_1.3.3.4.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.0,32.0,https://data.cooperationdatabank.org/id/ENG02372_1.3.3,https://data.cooperationdatabank.org/id/ENG02372_1.3.4,https://data.cooperationdatabank.org/id/ENG02372_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.882294,0.882294,https://data.cooperationdatabank.org/id/ENG02372,http://dx.doi.org/10.1037/h0026312,['https://data.cooperationdatabank.org/vocab/prop/feedbackTarget'],https://data.cooperationdatabank.org/id/feedbacktarget/other,https://data.cooperationdatabank.org/id/feedbacktarget/individual
2291,https://data.cooperationdatabank.org/id/ENG02372_1.4.1.3.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.46714,32.0,https://data.cooperationdatabank.org/id/ENG02372_1.4.1,https://data.cooperationdatabank.org/id/ENG02372_1.4.3,https://data.cooperationdatabank.org/id/ENG02372_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.360973,1.29525,https://data.cooperationdatabank.org/id/ENG02372,http://dx.doi.org/10.1037/h0026312,['https://data.cooperationdatabank.org/vocab/prop/feedbackTarget'],https://data.cooperationdatabank.org/id/feedbacktarget/absent,https://data.cooperationdatabank.org/id/feedbacktarget/other
2292,https://data.cooperationdatabank.org/id/ENG02372_1.4.1.4.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.46714,32.0,https://data.cooperationdatabank.org/id/ENG02372_1.4.1,https://data.cooperationdatabank.org/id/ENG02372_1.4.4,https://data.cooperationdatabank.org/id/ENG02372_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.360973,1.29525,https://data.cooperationdatabank.org/id/ENG02372,http://dx.doi.org/10.1037/h0026312,['https://data.cooperationdatabank.org/vocab/prop/feedbackTarget'],https://data.cooperationdatabank.org/id/feedbacktarget/absent,https://data.cooperationdatabank.org/id/feedbacktarget/individual
2293,https://data.cooperationdatabank.org/id/ENG02372_1.4.2.3.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.46714,32.0,https://data.cooperationdatabank.org/id/ENG02372_1.4.2,https://data.cooperationdatabank.org/id/ENG02372_1.4.3,https://data.cooperationdatabank.org/id/ENG02372_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.360973,1.29525,https://data.cooperationdatabank.org/id/ENG02372,http://dx.doi.org/10.1037/h0026312,['https://data.cooperationdatabank.org/vocab/prop/feedbackTarget'],https://data.cooperationdatabank.org/id/feedbacktarget/absent,https://data.cooperationdatabank.org/id/feedbacktarget/other
2294,https://data.cooperationdatabank.org/id/ENG02372_1.4.2.4.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.46714,32.0,https://data.cooperationdatabank.org/id/ENG02372_1.4.2,https://data.cooperationdatabank.org/id/ENG02372_1.4.4,https://data.cooperationdatabank.org/id/ENG02372_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.360973,1.29525,https://data.cooperationdatabank.org/id/ENG02372,http://dx.doi.org/10.1037/h0026312,['https://data.cooperationdatabank.org/vocab/prop/feedbackTarget'],https://data.cooperationdatabank.org/id/feedbacktarget/absent,https://data.cooperationdatabank.org/id/feedbacktarget/individual
2295,https://data.cooperationdatabank.org/id/ENG02372_1.4.3.4.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.0,32.0,https://data.cooperationdatabank.org/id/ENG02372_1.4.3,https://data.cooperationdatabank.org/id/ENG02372_1.4.4,https://data.cooperationdatabank.org/id/ENG02372_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.882294,0.882294,https://data.cooperationdatabank.org/id/ENG02372,http://dx.doi.org/10.1037/h0026312,['https://data.cooperationdatabank.org/vocab/prop/feedbackTarget'],https://data.cooperationdatabank.org/id/feedbacktarget/other,https://data.cooperationdatabank.org/id/feedbacktarget/individual
2296,https://data.cooperationdatabank.org/id/ENG02372_1.6.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,-0.308072,64.0,https://data.cooperationdatabank.org/id/ENG02372_1.6.1,https://data.cooperationdatabank.org/id/ENG02372_1.6.2,https://data.cooperationdatabank.org/id/ENG02372_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.884079,0.267936,https://data.cooperationdatabank.org/id/ENG02372,http://dx.doi.org/10.1037/h0026312,['https://data.cooperationdatabank.org/vocab/prop/gender'],https://data.cooperationdatabank.org/id/gender/m,https://data.cooperationdatabank.org/id/gender/f
2297,https://data.cooperationdatabank.org/id/ENG02372_1.7.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,-0.517295,64.0,https://data.cooperationdatabank.org/id/ENG02372_1.7.1,https://data.cooperationdatabank.org/id/ENG02372_1.7.2,https://data.cooperationdatabank.org/id/ENG02372_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-1.08867,0.0540771,https://data.cooperationdatabank.org/id/ENG02372,http://dx.doi.org/10.1037/h0026312,['https://data.cooperationdatabank.org/vocab/prop/gender'],https://data.cooperationdatabank.org/id/gender/m,https://data.cooperationdatabank.org/id/gender/f
2298,https://data.cooperationdatabank.org/id/ENG02372_1.8.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,-0.378738,64.0,https://data.cooperationdatabank.org/id/ENG02372_1.8.1,https://data.cooperationdatabank.org/id/ENG02372_1.8.2,https://data.cooperationdatabank.org/id/ENG02372_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.952134,0.194658,https://data.cooperationdatabank.org/id/ENG02372,http://dx.doi.org/10.1037/h0026312,['https://data.cooperationdatabank.org/vocab/prop/gender'],https://data.cooperationdatabank.org/id/gender/m,https://data.cooperationdatabank.org/id/gender/f
2299,https://data.cooperationdatabank.org/id/ENG02373_1.2.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.121327,120.0,https://data.cooperationdatabank.org/id/ENG02373_1.2.1,https://data.cooperationdatabank.org/id/ENG02373_1.2.2,https://data.cooperationdatabank.org/id/ENG02373_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.315805,0.558458,https://data.cooperationdatabank.org/id/ENG02373,http://dx.doi.org/10.1037/h0028281,['https://data.cooperationdatabank.org/vocab/prop/symmetric'],1,0
2300,https://data.cooperationdatabank.org/id/ENG02373_1.2.1.3.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.526801,120.0,https://data.cooperationdatabank.org/id/ENG02373_1.2.1,https://data.cooperationdatabank.org/id/ENG02373_1.2.3,https://data.cooperationdatabank.org/id/ENG02373_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,0.0573769,0.996225,https://data.cooperationdatabank.org/id/ENG02373,http://dx.doi.org/10.1037/h0028281,['https://data.cooperationdatabank.org/vocab/prop/symmetric'],1,0
2301,https://data.cooperationdatabank.org/id/ENG02373_1.3.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.46714,90.0,https://data.cooperationdatabank.org/id/ENG02373_1.3.1,https://data.cooperationdatabank.org/id/ENG02373_1.3.2,https://data.cooperationdatabank.org/id/ENG02373_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.0312177,0.965497,https://data.cooperationdatabank.org/id/ENG02373,http://dx.doi.org/10.1037/h0028281,['https://data.cooperationdatabank.org/vocab/prop/symmetric'],1,0
2302,https://data.cooperationdatabank.org/id/ENG02373_1.3.1.3.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.655852,90.0,https://data.cooperationdatabank.org/id/ENG02373_1.3.1,https://data.cooperationdatabank.org/id/ENG02373_1.3.3,https://data.cooperationdatabank.org/id/ENG02373_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,0.141579,1.17013,https://data.cooperationdatabank.org/id/ENG02373,http://dx.doi.org/10.1037/h0028281,['https://data.cooperationdatabank.org/vocab/prop/symmetric'],1,0
2303,https://data.cooperationdatabank.org/id/ENG02378_1.1.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,1.30667,36.0,https://data.cooperationdatabank.org/id/ENG02378_1.1.1,https://data.cooperationdatabank.org/id/ENG02378_1.1.2,https://data.cooperationdatabank.org/id/ENG02378_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,0.586998,2.02634,https://data.cooperationdatabank.org/id/ENG02378,http://dx.doi.org/10.2307/2786471,['https://data.cooperationdatabank.org/vocab/prop/iteratedPreprogrammedCooperationRate'],0.9,0.2
2304,https://data.cooperationdatabank.org/id/ENG02381_1.1.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.16008,84.0,https://data.cooperationdatabank.org/id/ENG02381_1.1.1,https://data.cooperationdatabank.org/id/ENG02381_1.1.2,https://data.cooperationdatabank.org/id/ENG02381_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.31621,0.636369,https://data.cooperationdatabank.org/id/ENG02381,http://dx.doi.org/10.2307/2667052,['https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment'],https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/id/punishmenttreatment/1
2305,https://data.cooperationdatabank.org/id/ENG02381_2.1.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.75437,56.0,https://data.cooperationdatabank.org/id/ENG02381_2.1.1,https://data.cooperationdatabank.org/id/ENG02381_2.1.2,https://data.cooperationdatabank.org/id/ENG02381_2,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,0.125853,1.38289,https://data.cooperationdatabank.org/id/ENG02381,http://dx.doi.org/10.2307/2667052,['https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment'],https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/id/punishmenttreatment/1
2306,https://data.cooperationdatabank.org/id/ENG02381_3.1.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,-1.11758,133.0,https://data.cooperationdatabank.org/id/ENG02381_3.1.1,https://data.cooperationdatabank.org/id/ENG02381_3.1.2,https://data.cooperationdatabank.org/id/ENG02381_3,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-1.62483,-0.610338,https://data.cooperationdatabank.org/id/ENG02381,http://dx.doi.org/10.2307/2667052,['https://data.cooperationdatabank.org/vocab/prop/contextFrame'],https://data.cooperationdatabank.org/id/contextframe/competitive,https://data.cooperationdatabank.org/id/contextframe/moral
2307,https://data.cooperationdatabank.org/id/ENG02381_3.2.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.208013,88.0,https://data.cooperationdatabank.org/id/ENG02381_3.2.1,https://data.cooperationdatabank.org/id/ENG02381_3.2.2,https://data.cooperationdatabank.org/id/ENG02381_3,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.262855,0.678882,https://data.cooperationdatabank.org/id/ENG02381,http://dx.doi.org/10.2307/2667052,['https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment'],https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/id/punishmenttreatment/1
2308,https://data.cooperationdatabank.org/id/ENG02381_3.2.1.3.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,-0.455772,89.0,https://data.cooperationdatabank.org/id/ENG02381_3.2.1,https://data.cooperationdatabank.org/id/ENG02381_3.2.3,https://data.cooperationdatabank.org/id/ENG02381_3,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.981943,0.0704,https://data.cooperationdatabank.org/id/ENG02381,http://dx.doi.org/10.2307/2667052,['https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment'],https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/id/punishmenttreatment/1
2309,https://data.cooperationdatabank.org/id/ENG02402_1.1.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.42301,80.0,https://data.cooperationdatabank.org/id/ENG02402_1.1.1,https://data.cooperationdatabank.org/id/ENG02402_1.1.2,https://data.cooperationdatabank.org/id/ENG02402_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.134451,0.98047,https://data.cooperationdatabank.org/id/ENG02402,http://dx.doi.org/10.3758/BF03342442,['https://data.cooperationdatabank.org/vocab/prop/similarityLevel'],https://data.cooperationdatabank.org/id/similaritylevel/high,https://data.cooperationdatabank.org/id/similaritylevel/low
2310,https://data.cooperationdatabank.org/id/ENG02402_1.2.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.214723,80.0,https://data.cooperationdatabank.org/id/ENG02402_1.2.1,https://data.cooperationdatabank.org/id/ENG02402_1.2.2,https://data.cooperationdatabank.org/id/ENG02402_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.338824,0.76827,https://data.cooperationdatabank.org/id/ENG02402,http://dx.doi.org/10.3758/BF03342442,['https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment'],https://data.cooperationdatabank.org/id/punishmenttreatment/1,https://data.cooperationdatabank.org/id/punishmenttreatment/-1
2311,https://data.cooperationdatabank.org/id/ENG02416_4.1.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,-0.81371,18.0,https://data.cooperationdatabank.org/id/ENG02416_4.1.1,https://data.cooperationdatabank.org/id/ENG02416_4.1.2,https://data.cooperationdatabank.org/id/ENG02416_4,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-1.94335,0.315931,https://data.cooperationdatabank.org/id/ENG02416,http://dx.doi.org/10.1037/0022-3514.92.1.56,['https://data.cooperationdatabank.org/vocab/prop/ostracism'],1,0
2312,https://data.cooperationdatabank.org/id/ENG02416_4.1.1.3.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,-0.81371,18.0,https://data.cooperationdatabank.org/id/ENG02416_4.1.1,https://data.cooperationdatabank.org/id/ENG02416_4.1.3,https://data.cooperationdatabank.org/id/ENG02416_4,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-1.94335,0.315931,https://data.cooperationdatabank.org/id/ENG02416,http://dx.doi.org/10.1037/0022-3514.92.1.56,['https://data.cooperationdatabank.org/vocab/prop/ostracism'],1,0
2313,https://data.cooperationdatabank.org/id/ENG02416_5.1.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,-0.93428,20.0,https://data.cooperationdatabank.org/id/ENG02416_5.1.1,https://data.cooperationdatabank.org/id/ENG02416_5.1.2,https://data.cooperationdatabank.org/id/ENG02416_5,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-1.98882,0.120263,https://data.cooperationdatabank.org/id/ENG02416,http://dx.doi.org/10.1037/0022-3514.92.1.56,['https://data.cooperationdatabank.org/vocab/prop/ostracism'],1,0
2314,https://data.cooperationdatabank.org/id/ENG02416_5.1.1.3.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,-0.690684,20.0,https://data.cooperationdatabank.org/id/ENG02416_5.1.1,https://data.cooperationdatabank.org/id/ENG02416_5.1.3,https://data.cooperationdatabank.org/id/ENG02416_5,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-1.71174,0.330372,https://data.cooperationdatabank.org/id/ENG02416,http://dx.doi.org/10.1037/0022-3514.92.1.56,['https://data.cooperationdatabank.org/vocab/prop/ostracism'],1,0
2315,https://data.cooperationdatabank.org/id/ENG02416_6.1.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,-0.261582,68.0,https://data.cooperationdatabank.org/id/ENG02416_6.1.1,https://data.cooperationdatabank.org/id/ENG02416_6.1.2,https://data.cooperationdatabank.org/id/ENG02416_6,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.790389,0.267225,https://data.cooperationdatabank.org/id/ENG02416,http://dx.doi.org/10.1037/0022-3514.92.1.56,['https://data.cooperationdatabank.org/vocab/prop/ostracism'],1,0
2316,https://data.cooperationdatabank.org/id/ENG02418_1.1.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,1.19199,492.0,https://data.cooperationdatabank.org/id/ENG02418_1.1.1,https://data.cooperationdatabank.org/id/ENG02418_1.1.2,https://data.cooperationdatabank.org/id/ENG02418_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,0.71679,1.66718,https://data.cooperationdatabank.org/id/ENG02418,http://dx.doi.org/10.1007/BF01686351,['https://data.cooperationdatabank.org/vocab/prop/expectationsLevel'],https://data.cooperationdatabank.org/id/expectationslevel/high,https://data.cooperationdatabank.org/id/expectationslevel/low
2317,https://data.cooperationdatabank.org/id/ENG02418_1.2.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,-0.428926,487.0,https://data.cooperationdatabank.org/id/ENG02418_1.2.1,https://data.cooperationdatabank.org/id/ENG02418_1.2.2,https://data.cooperationdatabank.org/id/ENG02418_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.840345,-0.0175069,https://data.cooperationdatabank.org/id/ENG02418,http://dx.doi.org/10.1007/BF01686351,['https://data.cooperationdatabank.org/vocab/prop/gender'],https://data.cooperationdatabank.org/id/gender/m,https://data.cooperationdatabank.org/id/gender/f
2318,https://data.cooperationdatabank.org/id/ENG02418_1.3.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,0.211917,487.0,https://data.cooperationdatabank.org/id/ENG02418_1.3.1,https://data.cooperationdatabank.org/id/ENG02418_1.3.2,https://data.cooperationdatabank.org/id/ENG02418_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.460927,0.884762,https://data.cooperationdatabank.org/id/ENG02418,http://dx.doi.org/10.1007/BF01686351,['https://data.cooperationdatabank.org/vocab/prop/student'],0,1
2319,https://data.cooperationdatabank.org/id/ENG02421_1.4.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,-0.174638,80.0,https://data.cooperationdatabank.org/id/ENG02421_1.4.1,https://data.cooperationdatabank.org/id/ENG02421_1.4.2,https://data.cooperationdatabank.org/id/ENG02421_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.672402,0.323126,https://data.cooperationdatabank.org/id/ENG02421,http://dx.doi.org/10.2466/pr0.1967.20.2.563,['https://data.cooperationdatabank.org/vocab/prop/targetMembership'],https://data.cooperationdatabank.org/id/targetmembership/ingroup,https://data.cooperationdatabank.org/id/targetmembership/outgroup
2320,https://data.cooperationdatabank.org/id/ENG02423_1.2.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-0.349712,93.0,https://data.cooperationdatabank.org/id/ENG02423_1.2.1,https://data.cooperationdatabank.org/id/ENG02423_1.2.2,https://data.cooperationdatabank.org/id/ENG02423_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.859049,0.159626,https://data.cooperationdatabank.org/id/ENG02423,http://dx.doi.org/10.1007/s10683-010-9268-y,['https://data.cooperationdatabank.org/vocab/prop/endowmentSize'],25,50
2321,https://data.cooperationdatabank.org/id/ENG02423_1.2.2.3.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-0.25012,93.0,https://data.cooperationdatabank.org/id/ENG02423_1.2.2,https://data.cooperationdatabank.org/id/ENG02423_1.2.3,https://data.cooperationdatabank.org/id/ENG02423_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.728345,0.228105,https://data.cooperationdatabank.org/id/ENG02423,http://dx.doi.org/10.1007/s10683-010-9268-y,['https://data.cooperationdatabank.org/vocab/prop/endowmentSize'],50,75
2322,https://data.cooperationdatabank.org/id/ENG02444_1.1.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.791204,24.0,https://data.cooperationdatabank.org/id/ENG02444_1.1.1,https://data.cooperationdatabank.org/id/ENG02444_1.1.2,https://data.cooperationdatabank.org/id/ENG02444_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.1676,1.75001,https://data.cooperationdatabank.org/id/ENG02444,http://dx.doi.org/10.1016/0167-4870(92)90037-8,['https://data.cooperationdatabank.org/vocab/prop/endowmentSize'],40,80
2323,https://data.cooperationdatabank.org/id/ENG02446_1.1.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.243595,87.0,https://data.cooperationdatabank.org/id/ENG02446_1.1.1,https://data.cooperationdatabank.org/id/ENG02446_1.1.2,https://data.cooperationdatabank.org/id/ENG02446_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.232411,0.719602,https://data.cooperationdatabank.org/id/ENG02446,http://dx.doi.org/10.2307/2787161,['https://data.cooperationdatabank.org/vocab/prop/endowmentSize'],10,30
2324,https://data.cooperationdatabank.org/id/ENG02446_1.2.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-0.0408579,43.0,https://data.cooperationdatabank.org/id/ENG02446_1.2.1,https://data.cooperationdatabank.org/id/ENG02446_1.2.2,https://data.cooperationdatabank.org/id/ENG02446_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.72287,0.641154,https://data.cooperationdatabank.org/id/ENG02446,http://dx.doi.org/10.2307/2787161,['https://data.cooperationdatabank.org/vocab/prop/endowmentSize'],10,30
2325,https://data.cooperationdatabank.org/id/ENG02446_1.3.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.641279,44.0,https://data.cooperationdatabank.org/id/ENG02446_1.3.1,https://data.cooperationdatabank.org/id/ENG02446_1.3.2,https://data.cooperationdatabank.org/id/ENG02446_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.0527395,1.3353,https://data.cooperationdatabank.org/id/ENG02446,http://dx.doi.org/10.2307/2787161,['https://data.cooperationdatabank.org/vocab/prop/endowmentSize'],10,30
2326,https://data.cooperationdatabank.org/id/ENG02447_1.3.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.0840603,77.0,https://data.cooperationdatabank.org/id/ENG02447_1.3.1,https://data.cooperationdatabank.org/id/ENG02447_1.3.2,https://data.cooperationdatabank.org/id/ENG02447_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,,,,,-0.41093,0.57905,https://data.cooperationdatabank.org/id/ENG02447,http://dx.doi.org/10.1006/jesp.1995.1001,['https://data.cooperationdatabank.org/vocab/prop/giveTakeFrame'],https://data.cooperationdatabank.org/id/givetakeframe/give-some,https://data.cooperationdatabank.org/id/givetakeframe/take-some
